drug,field,source_type,source_url,source_excerpt,extracted_by,reviewed_by,confidence
Immune Globulin Intravenous (Human) (Octagam 10%),drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""OCTAGAM""","Computed by pulling every individual FAERS report matching this drug's own search_term (OCTAGAM) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 1969/1969 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Immune Globulin Intravenous (Human) (Octagam 10%),purple_book,purple_book,https://www.accessdata.fda.gov/drugsatfda_docs/PurpleBook/2026/purplebook-search-August-data-download.csv,"Purple Book Monthly Historical Data Changes Report, August 2026 snapshot -- accessdata.fda.gov monthly-CSV fallback (same fetch pattern already used for Vyjuvek/Ustekinumab; live purplebooksearch.fda.gov UI still Akamai-blocked), filtered to BLA Number=125062: 9 product rows, all license type 351(a) (no 351(k) biosimilars on file), Center=CBER (this is a plasma-derived blood product reviewed by CBER's Office of Tissues and Advanced Therapies, not CDER like the atlas's other biologics). Orphan Exclusivity Exp. Date column reads 15-Jul-28 -- this is the 7-year orphan-drug exclusivity granted for the 2021 dermatomyositis indication specifically (the original 2004 ITP indication carries no orphan exclusivity), per The Rheumatologist's coverage confirming the 7-year grant.",manual accessdata.fda.gov CSV fallback pass; cycle18,,1.0
Immune Globulin Intravenous (Human) (Octagam 10%),applications[125062].regulatory_application,purple_book,https://www.accessdata.fda.gov/drugsatfda_docs/PurpleBook/2026/purplebook-search-August-data-download.csv,"row: Octapharma Pharmazeutika Produktionsges.m.b.H. | BLA 125062 | Octagam | Immune Globulin Intravenous (Human) | 351(a) | multiple strengths (5% and 10%) | Injection Intravenous Single-Use Bottle | Rx | Licensed | 21-May-04 (original 5% approval; 10% concentration added by supplement 11-Jul-14) | License 1646 | CBER. Dermatomyositis-specific supplement (STN BL 125062/674) approved 2021-07-15 per FDA approval letter (fda.gov/media/150814/download), citing NCT02728752 as the basis trial and granting orphan drug exclusivity for the DM indication.",atlas.regulatory_applications (registry file fetched 2026-09-05); cycle18,,1.0
Immune Globulin Intravenous (Human) (Octagam 10%),applications[125062].orange_book,needs_extraction,,,,,
Ivermectin,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=180415ea-bcf7-49ef-92f4-41d58324d752,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- extracted text: 12.1 Mechanism of Action The mechanism of action of Ivermectin cream in treating rosacea lesions is unknown.","deep-extraction pass (LLM-assisted extraction, scale-out backfill; pending human QA)",,0.9
Ivermectin,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:IVERMECTIN&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Ivermectin,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""IVERMECTIN""&limit=1","openFDA drug/event.json aggregate: total_reports=2945, serious=1923, deaths=335","fetch_faers.py (openfda drug/event.json, cycle-9 pass)",,1.0
Ivermectin,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""IVERMECTIN""","Computed by pulling every individual FAERS report matching this drug's own search_term (IVERMECTIN) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 2945/2945 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Ivermectin,purple_book,needs_extraction,,,,,
Ivermectin,applications[206255].regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json,"openfda orangebook.json: products.active_ingredients.name=IVERMECTIN, application_number N206255 (SOOLANTRA cream, topical rosacea) -- ingredient also covers Stromectol (N050742, oral, systemic parasitic infections) and Sklice (N202736, topical head-lice lotion), pinned to N206255 for this atlas's rosacea trials",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Ivermectin,applications[206255].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name%3A%22IVERMECTIN%22&limit=100,"openFDA drug/orangebook.json, 1 product row(s) matched on products.active_ingredients.name='IVERMECTIN' AND application_number='206255' (of 17 total rows for this ingredient across all applicants)","fetch_orange_book.py (openfda drug/orangebook.json, cycle-9 pass, NDA-pinned)",,1.0
Ixekizumab,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1c6425de-1f8c-4385-bfb9-6e01db55275f,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- v1 extracted text: 12.1 Mechanism of Action Ixekizumab is a humanized IgG4 monoclonal antibody that selectively binds with the interleukin 17A (IL-17A) cytokine and inhibits its interaction with the IL-17 receptor. IL-17A is a naturally occurring cytokine that is involved in normal inflammatory and immune responses. Ixekizumab inhibits the release of proinflammatory cytokines and chemokines.","enrich_needs_extraction.py (LLM-assisted extraction, v1 pass; pending human QA); structured by atlas.migrate v1->v2",,0.9
Ixekizumab,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:IXEKIZUMAB&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Ixekizumab,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""IXEKIZUMAB""&limit=1","openFDA drug/event.json aggregate: total_reports=1372, serious=1168, deaths=44","fetch_faers.py (openfda drug/event.json, v2 pass)",,1.0
Ixekizumab,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""IXEKIZUMAB""","Computed by pulling every individual FAERS report matching this drug's own search_term (IXEKIZUMAB) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 1372/1372 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Ixekizumab,purple_book,purple_book,https://purplebooksearch.fda.gov/index.cfm?event=advancedsearch,"purplebooksearch.fda.gov live search table, BLA 125521 (Taltz), 0 biosimilar(s) on file","fetch_purple_book.py (purplebooksearch.fda.gov live search table, raw staging pass)",,1.0
Ixekizumab,applications[125521].regulatory_application,purple_book,https://purplebooksearch.fda.gov/index.cfm?event=advancedsearch,purplebooksearch.fda.gov live search table: BLA 125521 | Taltz | ixekizumab | 351(a) | Eli Lilly and Company | first approved 2016-03-22,atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Ixekizumab,applications[125521].orange_book,needs_extraction,,,,,
Lebrikizumab,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=361eb12f-8b25-4174-a653-5b857e6abd03,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- v1 extracted text: 12.1 Mechanism of Action Lebrikizumab-lbkz is an IgG4 monoclonal antibody that binds with high affinity and slow off-rate to interleukin (IL)-13 and allows IL-13 to bind to IL-13Rα1 but inhibits human IL-13 signaling through the IL-4Rα/IL-13Rα1 receptor complex. IL-13 is a naturally occurring cytokine that is involved in Type 2 inflammation, which is an important component in the pathogenesis of atopic dermatitis. Lebrikizumab-lbkz inhibits IL-13-induced responses including the release of proinflammatory cytokines, chemokines and IgE. Lebrikizumab-lbkz-bound IL-13 can still bind IL-13Rα2 allowing subsequent internalization and natural clearance of IL-13.","enrich_needs_extraction.py (LLM-assisted extraction, v1 pass; pending human QA); structured by atlas.migrate v1->v2",,0.9
Lebrikizumab,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:LEBRIKIZUMAB&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Lebrikizumab,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""LEBRIKIZUMAB""&limit=1","openFDA drug/event.json aggregate: total_reports=217, serious=116, deaths=2","fetch_faers.py (openfda drug/event.json, v2 pass)",,1.0
Lebrikizumab,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""LEBRIKIZUMAB""","Computed by pulling every individual FAERS report matching this drug's own search_term (LEBRIKIZUMAB) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 217/217 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Lebrikizumab,purple_book,purple_book,https://purplebooksearch.fda.gov/index.cfm?event=advancedsearch,"purplebooksearch.fda.gov live search table, BLA 761306 (Ebglyss), 0 biosimilar(s) on file","fetch_purple_book.py (purplebooksearch.fda.gov live search table, raw staging pass)",,1.0
Lebrikizumab,applications[761306].regulatory_application,purple_book,https://www.accessdata.fda.gov/drugsatfda_docs/PurpleBook/2026/purplebook-search-August-data-download.csv,row: Eli Lilly and Company | BLA 761306 | Ebglyss | lebrikizumab-lbkz | 351(a) | 250MG/2ML Injection Subcutaneous Autoinjector | Rx | Licensed | 13-Sep-24 | Original | License 1891 | Product 001 | CDER,atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Lebrikizumab,applications[761306].orange_book,needs_extraction,,,,,
Minocycline,mechanism_of_action,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.brand_name:AMZEEQ&limit=1,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- extracted text: ""12.1 Mechanism of Action The mechanism of action of AMZEEQ for the treatment of acne is unknown."" Same drug substance (minocycline HCl) and same 'mechanism unknown' pattern already committed for Zilxi's rosacea indication, at a higher 4% strength here vs. Zilxi's 1.5%.",cycle22 one-off build (ctgov_api v2 + openfda_label/orangebook/faers pass); manual full deep extraction,,0.85
Minocycline,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.brand_name:AMZEEQ&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, cycle-22 pass); structured by atlas.migrate v1->v2",,1.0
Minocycline,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""AMZEEQ""&limit=1","openFDA drug/event.json aggregate: total_reports=118, serious=14, deaths=0. Bare ingredient term MINOCYCLINE is contaminated by its much larger oral uses (same finding already documented for Zilxi); brand term AMZEEQ (118 reports) has Acne as its clear top real indication (12+17=29 combined case-variants) -- used instead per the atlas's standing run-the-drugindication-count-first rule.","fetch_faers.py (openfda drug/event.json, cycle-22 pass)",,1.0
Minocycline,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""AMZEEQ""","Computed by pulling every individual FAERS report matching AMZEEQ and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches AMZEEQ (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 118/118 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22 pass)",,1.0
Minocycline,purple_book,needs_extraction,,,,,
Minocycline,applications[212379].regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json,openfda orangebook.json: products.application_number=212379 (AMZEEQ),atlas.regulatory_applications (registry file fetched 2026-09-07),,1.0
Minocycline,applications[212379].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name%3A%22MINOCYCLINE%20HYDROCHLORIDE%22+AND+products.application_number%3A212379&limit=10,"openFDA drug/orangebook.json, 1 product row matched on products.application_number='212379' (same MINOCYCLINE HYDROCHLORIDE ingredient collision already documented for Zilxi -- pinned to Amzeeq's own NDA, a separate application from Zilxi's NDA213690 despite the same active ingredient at a different strength, 4% vs 1.5%)","fetch_orange_book.py (openfda drug/orangebook.json, cycle-22 pass, NDA-pinned)",,1.0
Minocycline,applications[213690].regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json,openfda orangebook.json: products.application_number=213690 (ZILXI),atlas.regulatory_applications (registry file fetched 2026-09-07),,1.0
Minocycline,applications[213690].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name%3A%22MINOCYCLINE%20HYDROCHLORIDE%22+AND+products.application_number%3A213690&limit=10,"openFDA drug/orangebook.json, 1 product row matched on products.application_number='213690' (of 131 total rows for ingredient MINOCYCLINE/MINOCYCLINE HYDROCHLORIDE across all applicants, including many oral generic ANDAs for unrelated systemic uses -- pinned to Zilxi's own NDA)","fetch_orange_book.py (openfda drug/orangebook.json, cycle-22 pass, NDA-pinned)",,1.0
Nemolizumab,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=df0e2be2-b6bd-40e5-9175-0c8e893433ea,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- v1 extracted text: 12.1 Mechanism of Action Nemolizumab-ilto is a humanized IgG2 monoclonal antibody that inhibits IL-31 signaling by binding selectively to IL-31 RA. IL-31 is a naturally occurring cytokine that is involved in pruritus, inflammation, epidermal dysregulation, and fibrosis. Nemolizumab-ilto inhibited IL-31-induced responses including the release of proinflammatory cytokines and chemokines.","enrich_needs_extraction.py (LLM-assisted extraction, v1 pass; pending human QA); structured by atlas.migrate v1->v2",,0.9
Nemolizumab,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:NEMOLIZUMAB&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Nemolizumab,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""NEMOLIZUMAB""&limit=1","openFDA drug/event.json aggregate: total_reports=996, serious=804, deaths=129","fetch_faers.py (openfda drug/event.json, v2 pass)",,1.0
Nemolizumab,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""NEMOLIZUMAB""","Computed by pulling every individual FAERS report matching this drug's own search_term (NEMOLIZUMAB) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 996/996 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Nemolizumab,purple_book,purple_book,https://purplebooksearch.fda.gov/index.cfm?event=advancedsearch,"purplebooksearch.fda.gov live search table, BLA 761390 (Nemluvio), 0 biosimilar(s) on file","fetch_purple_book.py (purplebooksearch.fda.gov live search table, raw staging pass)",,1.0
Nemolizumab,applications[761390].regulatory_application,purple_book,https://purplebooksearch.fda.gov/index.cfm?event=advancedsearch,"purplebooksearch.fda.gov live search table: BLA 761390 | Nemluvio | nemolizumab-ilto | 351(a) | Galderma Laboratories, L.P. | first approved 2024-08-12",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Nemolizumab,applications[761390].orange_book,needs_extraction,,,,,
Omalizumab,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=48785e56-4828-4f55-88e1-eca2cb88299d,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- v1 extracted text: 12.1 Mechanism of Action Asthma, Chronic Rhinosinusitis with Nasal Polyps, and IgE-Mediated Food Allergy Omalizumab inhibits the binding of IgE to the high-affinity IgE receptor (FcεRI) on the surface of mast cells, basophils, and dendritic cells, resulting in FcεRI down-regulation on these cells. In allergic asthmatics, treatment with omalizumab inhibits IgE-mediated inflammation, as evidenced by reduced blood and tissue eosinophils and reduced inflammatory mediators, including IL-4, IL-5, and IL-13. Chronic Spontaneous Urticaria Omalizumab binds to IgE and lowers free IgE levels. Subsequently, IgE receptors (FcεRI) on cells down-regulate. The mechanism by which these effects of omalizumab result in an improvement of chronic spontaneous urticaria (CSU) symptoms is unknown.","enrich_needs_extraction.py (LLM-assisted extraction, v1 pass; pending human QA); structured by atlas.migrate v1->v2",,0.9
Omalizumab,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:OMALIZUMAB&limit=1,"results[0].boxed_warning -- v1 extracted text: WARNING: ANAPHYLAXIS Anaphylaxis presenting as bronchospasm, hypotension, syncope, urticaria, and/or angioedema of the throat or tongue, has been reported to occur after administration of XOLAIR. Anaphylaxis has occurred as early as after the first dose of XOLAIR, but also has occurred beyond 1 year after beginning regularly administered treatment. Because of the risk of anaphylaxis, initiate XOLAIR therapy in a healthcare setting and closely observe patients for an appropriate period of time after XOLAIR administration. Health care providers administering XOLAIR should be prepared to manage anaphylaxis which can be life-threatening. Inform patients of the signs and symptoms of anaphylaxis and instruct them to seek immediate medical care should symptoms occur. Selection of patients for self-administration of XOLAIR should be based on criteria to mitigate risk from anaphylaxis [see Dosage and Administration (2.6) , Warnings and Precautions (5.1) and Adverse Reactions (6.1 , 6.2) ] . WARNING: ANAPHYLAXIS See full prescribing information for complete boxed warning. Anaphylaxis, presenting as bronchospasm, hypotension, syncope, urticaria, and/or angioedema of the throat or tongue, has been reported to occur after administration of XOLAIR. Anaphylaxis has occurred after the first dose of XOLAIR but also has occurred beyond 1 year after beginning treatment. Initiate XOLAIR therapy in a healthcare setting, closely observe patients for an appropriate period of time after XOLAIR administration and be prepared to manage anaphylaxis which can be life-threatening. Inform patients of the signs and symptoms of anaphylaxis and have them seek immediate medical care should symptoms occur. Selection of patients for self-administration of XOLAIR should be based on criteria to mitigate risk from anaphylaxis. ( 2.6 , 5.1 , 6.1 , 6.2 )","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Omalizumab,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""OMALIZUMAB""&limit=1","openFDA drug/event.json aggregate: total_reports=11310, serious=10869, deaths=239","fetch_faers.py (openfda drug/event.json, v2 pass)",,1.0
Omalizumab,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""OMALIZUMAB""","Computed by pulling every individual FAERS report matching this drug's own search_term (OMALIZUMAB) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 11310/11310 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Omalizumab,purple_book,purple_book,https://purplebooksearch.fda.gov/index.cfm?event=advancedsearch,"purplebooksearch.fda.gov live search table, BLA 103976 (Xolair), 1 biosimilar(s) on file","fetch_purple_book.py (purplebooksearch.fda.gov live search table, raw staging pass)",,1.0
Omalizumab,applications[103976].regulatory_application,purple_book,https://purplebooksearch.fda.gov/index.cfm?event=advancedsearch,"purplebooksearch.fda.gov live search table: BLA 103976 | Xolair | omalizumab | 351(a) | Genentech, Inc. | first approved 2003-06-20",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Omalizumab,applications[103976].orange_book,needs_extraction,,,,,
Oxymetazoline,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a49cde4c-e484-4cb9-85c2-35ba41690f35,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- extracted text: 12.1 Mechanism of Action Oxymetazoline is an alpha 1A adrenoceptor agonist. Oxymetazoline acts as a vasoconstrictor.","deep-extraction pass (LLM-assisted extraction, scale-out backfill; pending human QA)",,0.9
Oxymetazoline,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:OXYMETAZOLINE&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Oxymetazoline,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""OXYMETAZOLINE""&limit=1","openFDA drug/event.json aggregate: total_reports=1834, serious=1229, deaths=132","fetch_faers.py (openfda drug/event.json, cycle-9 pass)",,1.0
Oxymetazoline,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""OXYMETAZOLINE""","Computed by pulling every individual FAERS report matching this drug's own search_term (OXYMETAZOLINE) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 1834/1834 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Oxymetazoline,purple_book,needs_extraction,,,,,
Oxymetazoline,applications[208552].regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json,"openfda orangebook.json: products.active_ingredients.name=OXYMETAZOLINE HYDROCHLORIDE, application_number N208552 (RHOFADE cream, topical rosacea) -- distinct from the many OTC oxymetazoline nasal-decongestant/ophthalmic monograph products (different active_ingredients.name spelling, no NDA collision)",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Oxymetazoline,applications[208552].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name%3A%22OXYMETAZOLINE%20HYDROCHLORIDE%22&limit=100,"openFDA drug/orangebook.json, 1 product row(s) matched on products.active_ingredients.name='OXYMETAZOLINE HYDROCHLORIDE' AND application_number='208552' (of 6 total rows for this ingredient across all applicants)","fetch_orange_book.py (openfda drug/orangebook.json, cycle-9 pass, NDA-pinned)",,1.0
Ozenoxacin,mechanism_of_action,openfda_label,https://www.accessdata.fda.gov/drugsatfda_docs/label/2017/208945lbl.pdf,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- extracted text: 12.1 Mechanism of Action XEPI is an antimicrobial drug [see Microbiology (12.4)]. 12.4 Microbiology Mechanism of Action Ozenoxacin is a quinolone antimicrobial drug. The mechanism of action involves the inhibition of bacterial DNA replication enzymes, DNA gyrase A and topoisomerase IV. Ozenoxacin has been shown to be bactericidal against S. aureus and S. pyogenes organisms.","deep-extraction pass (LLM-assisted extraction, scale-out backfill; pending human QA)",,0.85
Ozenoxacin,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.brand_name:XEPI&limit=1,"openFDA drug/label.json has no indexed entry for XEPI/OZENOXACIN under brand_name, substance_name, generic_name, or application_number (NDA208945) -- XEPI is a market-discontinued brand, dropped from openFDA's label index entirely (a step further than Kerydin's precedent, which still had a substance_name hit). Confirmed no boxed warning instead by reading the original FDA-approved label PDF directly (accessdata.fda.gov/drugsatfda_docs/label/2017/208945lbl.pdf, Reference ID 4192458): Section 4 Contraindications = 'None', no boxed warning section present.","fetch_adverse_events.py (ctgov_api results + openfda_label, cycle-12 pass)",,1.0
Ozenoxacin,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""OZENOXACIN""&limit=1","openFDA drug/event.json aggregate: total_reports=17, serious=14, deaths=2. Generic term used per atlas default; NOTE: both OZENOXACIN (17 reports) and brand XEPI (4 reports) return reports whose top indications/reactions (e.g. narcolepsy/cataplexy/somnolence for XEPI; cerebral haemorrhage, ACTH deficiency for OZENOXACIN) are clinically unrelated to a 5-day topical impetigo antibiotic cream -- a real, checked FAERS name-collision artifact for this low-volume discontinued drug, not a data-entry fix. Neither term cleanly isolates genuine Xepi reports; recorded as-is per the generic-term-default convention rather than silently discarding a real, small, and messy dataset.","fetch_faers.py (openfda drug/event.json, cycle-12 pass)",,1.0
Ozenoxacin,drug_characterization,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""OZENOXACIN""","Computed by pulling every individual FAERS report matching this drug's own search_term (OZENOXACIN) and tallying each report's drugcharacterization code (1=suspect, 2=concomitant, 3=interacting) from ONLY the drug-array entries whose medicinalproduct matches this drug (not co-listed drugs in the same report) -- a plain count= aggregate query cannot do this correctly (openFDA's flattened array indexing mixes in co-listed drugs' own characterization values). 17/17 reports matched.","fetch_faers_characterization.py (per-report drugcharacterization backfill, cycle-22/23 pass)",,1.0
Ozenoxacin,purple_book,needs_extraction,,,,,
Ozenoxacin,applications[208945].regulatory_application,orange_book,https://api.fda.gov/drug/orangebook.json,"openfda orangebook.json: application_number N208945, brand_name XEPI, applicant_full_name LNHC INC, approval_date 2017-12-11",atlas.regulatory_applications (registry file fetched 2026-09-05),,1.0
Ozenoxacin,applications[208945].orange_book,orange_book,https://api.fda.gov/drug/orangebook.json?search=products.active_ingredients.name%3A%22OZENOXACIN%22&limit=100,"openFDA drug/orangebook.json, 1 product row(s) matched on products.active_ingredients.name='OZENOXACIN'","fetch_orange_book.py (openfda drug/orangebook.json, cycle-12 pass)",,1.0
Remibrutinib,mechanism_of_action,openfda_label,https://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9e44a793-9940-4ae3-9fe6-0f901afa37e0,"openFDA drug/label mechanism_of_action (FDA-approved label, section 12.1) -- v1 extracted text: 12.1 Mechanism of Action Remibrutinib is an oral, small molecule kinase inhibitor that inhibits Bruton’s tyrosine kinase (BTK). BTK is an intracellular protein expressed in mast cells, basophils, B cells, macrophages, and thrombocytes. BTK is involved in intracellular signaling via Fc epsilon receptor-1 (FcεR1), Fc gamma receptors (FcγR), and the B cell antigen receptor (BCR). Remibrutinib also inhibits the BTK-related kinases tec protein tyrosine kinase (TEC) and BMX non-receptor tyrosine kinase (BMX). Remibrutinib inhibits mast cell and basophil degranulation, including release of histamine and other proinflammatory mediators, mediated by pathogenic IgE or IgG directed against the FcεR1 or IgE.","enrich_needs_extraction.py (LLM-assisted extraction, v1 pass; pending human QA); structured by atlas.migrate v1->v2",,0.9
Remibrutinib,boxed_warning,openfda_label,https://api.fda.gov/drug/label.json?search=openfda.substance_name:REMIBRUTINIB&limit=1,"results[0] has no boxed_warning key (checked, none present)","fetch_adverse_events.py (ctgov_api results + openfda_label, v1 AE pass); structured by atlas.migrate v1->v2",,1.0
Remibrutinib,faers_summary,openfda_faers,"https://api.fda.gov/drug/event.json?search=patient.drug.medicinalproduct:""REMIBRUTINIB""&limit=1","openFDA drug/event.json aggregate: total_reports=88, serious=29, deaths=0","fetch_faers.py (openfda drug/event.json, v2 pass)",,1.0
